ID	Family	Species_Name	Lineage	SRA_RunIDs
MguttatusNONTOL_553_v4_0	Lamiales	Mimulus_guttatus_NONTOL	A	
MguttatusTOL_551_v5_0	Lamiales	Mimulus_guttatus_TOL	A	
Mmaritima_477_v1_1	Brassicales	Malcolmia_maritima	A	
Mperfoliatum_471_v1_1	Brassicales	Myagrum_perfoliatum	A	
Mpolymorpha_320_v3_1	Marchantiales	Marchantia_polymorpha	A	
MpusillaCCMP1545_228_v3_0	Mamiellales	Micromonas_pusilla_CCMP1545	A	
MpusillaRCC299_229_v3_0	Mamiellales	Micromonas_pusilla_RCC299	A	
Msinensis_497_v7_1	Poales	Miscanthus_sinensis	A	
Mtruncatula_285_Mt4_0v1	Fabales	Medicago_truncatula	A	
Oeuropaea_451_v1_0	Lamiales	Olea_europaea	A	
Olucimarinus_231_v2_0	Mamiellales	Ostreococcus_lucimarinus	A	
Osativa_204_v7_0	Poales	Oryza_sativa	A	
OsativaKitaake_499_v3_1	Poales	Oryza_sativa_Kitaake	A	
Othomaeum_386_v1_0	Poales	Oropetium_thomaeum	A	
PdeltoidesWV94_445_v2_1	Malpighiales	Populus_deltoides	A	
Phallii_495_v3_1	Poales	Panicum_hallii	A	
Ppatens_318_v3_3	Funariales	Physcomitrella_patens	A	
Ppersica_298_v2_1	Rosales	Prunus_persica	A	
Ptrichocarpa_533_v4_1	Malpighiales	Populus_trichocarpa	A	
PtrichocarpaStettler14_532_v1_1	Malpighiales	Populus_trichocarpa_Stettler	A	
Pumbilicalis_456_v1_5	Bangiales	Porphyra_umbilicalis	A	
Pvirgatum_516_v5_1	Poales	Panicum_virgatum	A	
Pvulgaris_442_v2_1	Fabales	Phaseolus_vulgaris	A	
PvulgarisUI111_534_v1_1	Fabales	Phaseolus_vulgarisUI111	A	
Pvulgaris	Fabales	Phaseolus_coccineus	A	
Rcommunis_119_v0_1	Malpighiales	Ricinus_communis	A	
Rislandica_473_v1_1	Brassicales	Rorippa_islandica	A	
Salba_480_v1_1	Brassicales	Sinapis_alba	A	
Sbicolor_454_v3_1_1	Poales	Sorghum_bicolor	A	
Sfallax_522_v1_1	Sphagnales	Sphagnum_fallax	A	
Sitalica_312_v2_2	Poales	Setaria_italica	A	
Slycopersicum_514_ITAG3_2	Solanales	Solanum_lycopersicum	A	
Smagellanicum_521_v1_1	Sphagnales	Sphagnum_magellanicum	A	
Smoellendorffii_91_v1_0	Selaginellales	Selaginella_moellendorffii	A	
Spinnata_486_v1_1	Brassicales	Stanleya_pinnata	A	
Spolyrhiza_290_v2	Alismatales	Spirodela_polyrhiza	A	
Spurpurea_519_v5_1	Malpighiales	Salix_purpurea	A	
SpurpureaFishCreek_518_v3_1	Malpighiales	Salix_purpurea	A	
Stuberosum_448_v4_03	Solanales	Solanum_tuberosum	A	
Sviridis_500_v2_1	Poales	Setaria_viridis	A	
Taestivum_296_v2_2	Poales	Triticum_aestivum	A	
Tarvense_479_v1_1	Brassicales	Thlaspi_arvense	A	
Tcacao_523_v2_1	Malvales	Theobroma_cacao	A	
Tintermedium_503_v2_1	Poales	Thinopyrum_intermedium	A	
Tpratense_385_v2	Fabales	Trifolium_pratense	A	
Vcarteri_317_v2_1	Chlamydomonadales	Volvox_carteri	A	
Vunguiculata_540_v1_2	Fabales	Vigna_unguiculata	A	
Vvinifera_457_v2_1	Vitales	Vitis_vinifera	A	
Zmarina_324_v2_2	Alismatales	Zostera_marina	A	
Zmays_284_Ensembl-18	Poales	Zea_mays_ENSEMBL-18	A	
ZmaysPH207_443_v1_1	Poales	Zea_mays_PH207	A	
Actinidia_chinensis	Ericales	Actinidia_chinensis	A	
Aegilops_tauschii	Poales	Aegilops_tauschii	A	
Amborella_trichopoda	Amborellales	Amborella_trichopoda	A	
Ananas_comosus	Bromeliales	Ananas_comosus	A	
Apostasia_shenzhenica	Asparagales	Apostasia_shenzhenica	A	
Aquilegia_coerulea	Ranunculales	Aquilegia_coerulea	A	
Arabidopsis_lyrata	Brassicales	Arabidopsis_lyrata	A	
Arabidopsis_thaliana	Brassicales	Arabidopsis_thaliana	A	ERR1876169,ERR1876172,ERR1876174,ERR1876176,ERR2757912,ERR2757913,ERR2757914,ERR2757915,SRR6244856,SRR6244857,SRR6244858,SRR6244861,SRR6246519,SRR6246520,SRR6257332,SRR6297104,SRR6297106,SRR6298223,SRR6300219,SRR6300220,SRR6300221,SRR6304936,SRR6304937,SRR6304938,SRR6304939,SRR6304940,SRR6304941,SRR6304942,SRR6304944,SRR6312302,SRR6312315,SRR6312316,SRR6312317,SRR6312318,SRR6312319,SRR6312320,SRR6312321,SRR6312322,SRR6312323,SRR6312324,SRR6312325,SRR6312326,SRR6312327,SRR6312328,SRR6312329,SRR6312330,SRR6312331,SRR6312332,SRR6312345,SRR6312346,SRR6312347,SRR6312348,SRR6312349,SRR6312350,SRR6312351,SRR6312352,SRR6312353,SRR6312354,SRR6312355,SRR6312356,SRR6312357,SRR6312358,SRR6312371,SRR6312372,SRR6312373,SRR6312374,SRR6312375,SRR6312376,SRR6312377,SRR6312378,SRR6315748,SRR6315749,SRR6315750,SRR6315751,SRR6315752,SRR6315753,SRR6322945,SRR6322946,SRR6322959,SRR6322960,SRR6322961,SRR6322962,SRR6348161,SRR6348163,SRR6348168,SRR6348170,SRR6348172,SRR6348174,SRR6348175,SRR6348176,SRR6348177,SRR6348178,SRR6348179,SRR6348180,SRR6348181,SRR6348182,SRR6348183,SRR6348184,SRR6348185,SRR6348186,SRR6348187,SRR6356148,SRR6356149,SRR6356150,SRR6356151,SRR6356152,SRR6356153,SRR6356155,SRR6356156,SRR6412334,SRR6412335,SRR6412336,SRR6412338,SRR6412339,SRR6412340,SRR6412341,SRR6412343,SRR6508054,SRR6508055,SRR6508056,SRR6508057,SRR6508058,SRR6508059,SRR6508062,SRR6508063,SRR6508064,SRR6508066,SRR6508067,SRR6508070,SRR6508071,SRR6508072,SRR6508073,SRR6508074,SRR6508075,SRR6508078,SRR6508079,SRR6649852,SRR6649853,SRR6649854,SRR6649855,SRR6649856,SRR6649857,SRR6670030,SRR6670031,SRR6670032,SRR6670033,SRR6670034,SRR6670035,SRR6670036,SRR6670037,SRR6670038,SRR6670039,SRR6687547,SRR6687548,SRR6687549,SRR6687550,SRR6739819,SRR6739820,SRR6739821,SRR6739822,SRR6739823,SRR6908884,SRR6908885,SRR6908886,SRR6908887,SRR6908888,SRR6908890,SRR6908891,SRR6908892,SRR6908893,SRR6908894,SRR6908895,SRR6908896,SRR6908897,SRR6908898,SRR6908899,SRR6908901,SRR6914594,SRR6914595,SRR6914596,SRR6914597,SRR6914598,SRR6914599,SRR6914600,SRR6955642,SRR6955643,SRR6955644,SRR6955645,SRR6955646,SRR6955647,SRR6955648,SRR6955649,SRR6960046,SRR6960052,SRR6960058,SRR6960064,SRR6960067,SRR7287361,SRR7287362,SRR7287363,SRR7287364,SRR7287365,SRR7287366,SRR7287367,SRR7287368,SRR7287369,SRR7287370,SRR7287371,SRR7287372,SRR7287373,SRR7287374,SRR7287375,SRR7287376,SRR7287377,SRR7287378,SRR7287379,SRR7287380,SRR7287381,SRR7287382,SRR7287383,SRR7287384,SRR7288011,SRR7288012,SRR7288013,SRR7288014,SRR7288015,SRR7288016,SRR7289463,SRR7289464,SRR7289465,SRR7289466,SRR7289467,SRR7289468,SRR7289469,SRR7289470,SRR7289471,SRR7289472,SRR7289473,SRR7289474,SRR7289475,SRR7289476,SRR7289477,SRR7289478,SRR7289479,SRR7289480,SRR7289481,SRR7289482,SRR7289483,SRR7289484,SRR7289485,SRR7289486,SRR7289487,SRR7289488,SRR7289489,SRR7289490,SRR7289492,SRR7289493,SRR7289494,SRR7289495,SRR7289496,SRR7289497,SRR7289498,SRR7289499,SRR7289500,SRR7289501,SRR7289502,SRR7289503,SRR7289504,SRR7289505,SRR7289506,SRR7289507,SRR7289508,SRR7289509,SRR7289518,SRR7289519,SRR7289520,SRR7289521,SRR7289522,SRR7289523,SRR7289524,SRR7289525,SRR7289526,SRR7289527,SRR7289528,SRR7289529,SRR7289530,SRR7289531,SRR7289532,SRR7289533,SRR7289534,SRR7289535,SRR7289536,SRR7289537,SRR7289538,SRR7289539,SRR7289541,SRR7289542,SRR7289543,SRR7289544,SRR7289552,SRR7289553,SRR7289554,SRR7289555,SRR7289556,SRR7289557,SRR7289558,SRR7289559,SRR7289560,SRR7289561,SRR7289562,SRR7289563,SRR7289564,SRR7289565,SRR7289566,SRR7289567,SRR7289568,SRR7289569,SRR7289572,SRR7289573,SRR7289574,SRR7289575,SRR7289576,SRR7289577,SRR7289578,SRR7289579,SRR7289580,SRR7289581,SRR7289582,SRR7289583,SRR7289586,SRR7289587,SRR7289588,SRR7289589,SRR7289590,SRR7289591,SRR7289592,SRR7289593,SRR7289594,SRR7289595,SRR7289596,SRR7289602,SRR7289604,SRR7289605,SRR7289606,SRR7289607,SRR7289608,SRR7289609,SRR7289610,SRR7289611,SRR7289614,SRR7289616,SRR7289617,SRR7289618,SRR7289619,SRR7289620,SRR7289621,SRR7289622,SRR7289623,SRR7289624,SRR7289625,SRR7289626,SRR7289627,SRR7289628,SRR7289629,SRR7289630,SRR7289631,SRR7289632,SRR7289633,SRR7293216,SRR7293217,SRR7293218,SRR7293219,SRR7293220,SRR7293221,SRR7357987,SRR7357988,SRR7357989,SRR7357990,SRR7357991,SRR7357992,SRR7357993,SRR7357994,SRR7357995,SRR7357996,SRR7357997,SRR7357998,SRR7357999,SRR7358000,SRR7405042,SRR7405043,SRR7405044,SRR7405045,SRR7405046,SRR7405047,SRR7406460,SRR7406461,SRR7406468,SRR7406469,SRR7406470,SRR7406471,SRR7465409,SRR7465410,SRR7465411,SRR7465412,SRR7465413,SRR7465425,SRR7465426,SRR7465427,SRR7465428,SRR7465429,SRR7465430,SRR7465431,SRR7465432,SRR7465433,SRR7465434,SRR7465435,SRR7465436,SRR7465437,SRR7465438,SRR7465450,SRR7465451,SRR7465452,SRR7465453,SRR7465454,SRR7465455,SRR7465456,SRR7465457,SRR7465458,SRR7465459,SRR7465461,SRR7465462,SRR7465463,SRR7465464,SRR7465465,SRR7465466,SRR7465467,SRR7465468,SRR7465469,SRR7465470,SRR7465471,SRR7465472,SRR7465473,SRR7465474,SRR7465475,SRR7467283,SRR7467284,SRR7624694,SRR7624695,SRR7624696,SRR7624697,SRR7624698,SRR7624699,SRR7624700,SRR7624701,SRR7624706,SRR7624707,SRR7624710,SRR7624711,SRR7624714,SRR7624715,SRR7624716,SRR7624717,SRR7624718,SRR7624719,SRR7624720,SRR7637041,SRR7637042,SRR7637043,SRR7637044,SRR7637045,SRR7637046,SRR7637047,SRR7637048,SRR7637061,SRR7637062,SRR7637063,SRR7637064,SRR7637065,SRR7637066,SRR7637067,SRR7637068,SRR7639991,SRR7639992,SRR7639993,SRR7645256,SRR7645257,SRR7645258,SRR7645259,SRR7645260,SRR7645261,SRR7645262,SRR7645263,SRR7645264,SRR7645277,SRR7645278,SRR7645279,SRR7645280,SRR7645281,SRR7645282,SRR7645283,SRR7659142,SRR7659143,SRR7659144,SRR7659145,SRR7659146,SRR7659148,SRR7659149,SRR7659150,SRR7663611,SRR7663612,SRR7663613,SRR7663614,SRR7686004,SRR7686005,SRR7686006,SRR7686007,SRR7686008,SRR7686009,SRR7686010,SRR7686011,SRR7686012,SRR7686013,SRR7686014,SRR7686015,SRR7687051,SRR7687052,SRR7687053,SRR7687054,SRR7687055,SRR7687056,SRR7687057,SRR7687058,SRR7687059,SRR7687060,SRR7687061,SRR7687062,SRR7687063,SRR7687064,SRR7687065,SRR7687066,SRR7687067,SRR7687068,SRR7687069,SRR7687070,SRR7687416,SRR7687417,SRR7687418,SRR7687419,SRR7706471,SRR7706472,SRR7706473,SRR7706474,SRR7706475,SRR7706476,SRR7706477,SRR7706478,SRR7706479,SRR7706481,SRR7750510,SRR7750511,SRR7750512,SRR7750513,SRR7750514,SRR7750515,SRR7774029,SRR7774031,SRR7775293,SRR7775294,SRR7775295,SRR7775296,SRR7775297,SRR7775298,SRR7775299,SRR7775300,SRR7775301,SRR7775302,SRR7775303,SRR7775304,SRR7775305,SRR7775306,SRR7775307,SRR7775308,SRR7775309,SRR7781113,SRR7781114,SRR7781115,SRR7781116,SRR7781117,SRR7781118,SRR7985401,SRR7985402,SRR7985403,SRR7985404,SRR7985405,SRR7985406,SRR7985419,SRR7985420,SRR7985421,SRR7985422,SRR7985423,SRR7985424,SRR7985425,SRR7985426,SRR7985427
Arachis_duranensis	Fabales	Arachis_duranensis	A	
Arachis_ipaensis	Fabales	Arachis_ipaensis	A	
Artemisia_annua	Asterales	Artemisia_annua	A	
Asparagus_officinalis	Asparagales	Asparagus_officinalis	A	
Auxenochlorella_protothecoides	Chlorellales	Auxenochlorella_protothecoides	A	
Bathycoccus_prasinos	Mamiellales	Bathycoccus_prasinos	A	
Beta_vulgaris	Amaranthaceae	Beta_vulgaris	B2	
Brachypodium_distachyon	Poales	Brachypodium_distachyon	A	
Brassica_napus	Brassicales	Brassica_napus	A	
Brassica_oleracea	Brassicales	Brassica_oleracea	A	
Brassica_rapa	Brassicales	Brassica_rapa	A	
Cajanus_cajan	Fabales	Cajanus_cajan	A	
Camelina_sativa	Brassicales	Camelina_sativa	A	
Capsella_rubella	Brassicales	Capsella_rubella	A	
Capsicum_annuum	Solanales	Capsicum_annuum	A	
Capsicum_baccatum	Solanales	Capsicum_baccatum	A	
Capsicum_chinense	Solanales	Capsicum_chinense	A	
Carica_papaya	Brassicales	Carica_papaya	A	
Chenopodium_quinoa	Amaranthaceae	Chenopodium_quinoa	B2	
Chlorella_sorokiniana	Chlorellales	Chlorella_sorokiniana	A	
Chlorella_variabilis	Chlorellales	Chlorella_variabilis	A	
Cicer_arietinum	Fabales	Cicer_arietinum	A	
Citrus_clementina	Sapindales	Citrus_clementina	A	
Citrus_sinensis	Sapindales	Citrus_sinensis	A	
Coccomyxa_subellipsoidea	Chlorococcales	Coccomyxa_subellipsoidea	A	
Corchorus_capsularis	Malvales	Corchorus_capsularis	A	
Corchorus_olitorius	Malvales	Corchorus_olitorius	A	
Cucumis_melo	Cucurbitales	Cucumis_melo	A	
Cucumis_sativus	Cucurbitales	Cucumis_melo	A	
Cucurbita_maxima	Cucurbitales	Cucurbita_maxima	A	
Cucurbita_pepo	Cucurbitales	Cucurbita_pepo	A	
Cynara_cardunculus	Asterales	Cynara_cardunculus	A	
Daucus_carota	Apiales	Daucus_carota	A	
Dendrobium_officinale	Asparagales	Dendrobium_officinale	A	
Dichanthelium_oligosanthes	Poales	Dichanthelium_oligosanthes	A	
Dorcoceras_hygrometricum	Lamiales	Dorcoceras_hygrometricum	A	
Durio_zibethinus	Malvales	Durio_zibethinus	A	
Elaeis_guineensis	Arecales	Elaeis_guineensis	A	
Erythranthe_guttata	Lamiales	Erythranthe_guttata	A	
Eucalyptus_grandis	Myrtales	Eucalyptus_grandis	A	
Eutrema_salsugineum	Brassicales	Eutrema_salsugineum	A	
Fragaria_vesca	Rosales	Fragaria_vesca	A	
Genlisea_aurea	Lamiales	Genlisea_aurea	A	
Glycine_max	Fabales	Glycine_max	A	
Gonium_pectorale	Volvocales	Gonium_pectorale	A	
Gossypium_arboreum	Malvales	Gossypium_arboreum	A	
Gossypium_hirsutum	Malvales	Gossypium_hirsutum	A	
Gossypium_raimondii	Malvales	Gossypium_raimondii	A	
Handroanthus_impetiginosus	Lamiales	Handroanthus_impetiginosus	A	
Helianthus_annuus	Asterales	Helianthus_annuus	A	
Herrania_umbratica	Malvales	Herrania_umbratica	A	
Hevea_brasiliensis	Malpighiales	Hevea_brasiliensis	A	
Ipomoea_nil	Solanales	Ipomoea_nil	A	
Jatropha_curcas	Malpighiales	Jatropha_curcas	A	
Juglans_regia	Fagales	Juglans_regia	A	
Lactuca_sativa	Asterales	Lactuca_sativa	A	
Lupinus_angustifolius	Fabales	Lupinus_angustifolius	A	
Macleaya_cordata	Ranunculales	Macleaya_cordata	A	
Malus_domestica	Rosales	Malus_domestica	A	
Manihot_esculenta	Malpighiales	Manihot_esculenta	A	
Marchantia_polymorpha	Marchantiales	Marchantia_polymorpha	A	
Medicago_truncatula	Fabales	Medicago_truncatula	A	
Micractinium_conductrix	Chlorellales	Micractinium_conductrix	A	
Micromonas_commoda	Mamiellales	Micromonas_commoda	A	
Micromonas_pusilla	Mamiellales	Micromonas_pusilla	A	
Momordica_charantia	Cucurbitales	Momordica_charantia	A	
Monoraphidium_neglectum	Sphaeropleales	Monoraphidium_neglectum	A	
Morus_notabilis	Rosales	Morus_notabilis	A	
Musa_acuminata	Zingiberales	Musa_acuminata	A	
Nelumbo_nucifera	Proteales	Nelumbo_nucifera	A	
Nicotiana_attenuata	Solanales	Nicotiana_attenuata	A	
Nicotiana_sylvestris	Solanales	Nicotiana_sylvestris	A	
Nicotiana_tabacum	Solanales	Nicotiana_tabacum	A	
Nicotiana_tomentosiformis	Solanales	Nicotiana_tomentosiformis	A	
Olea_europaea	Lamiales	Olea_europaea	A	
Oryza_brachyantha	Poales	Oryza_brachyantha	A	
Oryza_sativa	Poales	Oryza_sativa	A	
Ostreococcus_lucimarinus	Mamiellales	Ostreococcus_lucimarinus	A	
Ostreococcus_tauri	Mamiellales	Ostreococcus_tauri	A	
Panicum_hallii	Poales	Panicum_hallii	A	
Phalaenopsis_equestris	Asparagales	Phalaenopsis_equestris	A	
Phaseolus_vulgaris	Fabales	Phaseolus_vulgaris	A	
Phoenix_dactylifera	Arecales	Phoenix_dactylifera	A	
Physcomitrella_patens	Funariales	Physcomitrella_patens	A	
Populus_euphratica	Malpighiales	Populus_euphratica	A	
